Transfer ID,Transfer Value,Sender ID,Receiver ID,Comment,Factor,SCW new of receiver,SCW old of receiver,Topic ID
2097,-50,35,139,u deserve this for your active participation.,0.005,1.15,1.15,6
2098,50,139,35,u deserve this for your active participation.,0.005,2.78805,2.50055,6
2099,300,152,152, ,1,1,1,7
2100,200,55,55, ,1,1,1,7
2101,-100,55,152,el 3deya,0.005,1,1,4
2102,100,152,55,el 3deya,0.005,1.55,1.05,4
2103,-100,152,55,Enjoy it while it lasts,0.005,1.55,1.55,4
2104,100,55,152,Enjoy it while it lasts,0.005,1.775,1,4
2105,-100,45,152,Here you go man,0.005,1.5,1.5,6
2106,100,152,45,Here you go man,0.005,2.48,1.73,6
2107,100,23,23, ,1,1,1,7
2108,-100,35,23,very active,0.005,1,1,6
2109,100,23,35,very active,0.005,3.28805,2.78805,6
2110,100,121,121, ,1,1,1,7
2111,100,34,34, ,1,1,1,7
2112,-100,118,34,For you comment in Things i have missed out in my life!,0.005,2.29676281,2.29676281,2
2113,100,34,118,For you comment in Things i have missed out in my life!,0.005,2.9599064,1.811525,2
2114,-100,123,34,For providing us a 30 euro voucher,0.005,1,1,6
2115,100,34,123,For providing us a 30 euro voucher,0.005,3.4575,2.9575,6
2116,100,102,102, ,1,1,1,7
2117,-100,103,102,Kann ich die Miete auch so zahlen?,0.005,1,1,2
2118,100,102,103,Kann ich die Miete auch so zahlen?,0.005,1.79701281,1.29701281,2
2119,200,178,178, ,1,1,1,7
2120,-50,228,178,no comment,0.005,1,1,6
2121,50,178,228,no comment,0.005,1.25,1,6
2122,-50,4,178,money,0.005,1,1,6
2123,50,178,4,money,0.005,1.475,1.225,6
2124,100,242,242, ,1,1,1,7
2125,100,136,136, ,1,1,1,7
2126,-50,3,136,Knows very much about Munich,0.005,1,1,2
2127,50,136,3,Knows very much about Munich,0.005,1.85,1.6,2
2128,-50,140,136,Very health conscious,0.005,1,1,3
2129,50,136,140,Very health conscious,0.005,1.6,1.35,3
2130,200,140,140, ,1,1,1,7
2131,-80,198,140,Hi please accept the credit.,0.005,1.75,1.75,5
2132,80,140,198,Hi please accept the credit.,0.005,1.7,1,5
2133,-50,41,140,Hi please accept the credit.,0.005,1.290575,1.290575,2
2134,50,140,41,Hi please accept the credit.,0.005,1.40879375,1.08615,2
2135,-100,34,140,hi,0.005,1.25,1.25,4
2136,100,140,34,hi,0.005,2.3125,1.6875,4
2137,200,246,246, ,1,1,1,7
2138,600,142,142, ,1,1,1,7
2139,-100,24,142,meh,0.005,1,1,2
2140,100,142,24,meh,0.005,1.505,1.005,2
2141,-100,31,142,thanks for your helpful comment!,0.005,1,1,2
2142,100,142,31,thanks for your helpful comment!,0.005,1.5,1,2
2143,100,32,32, ,1,1,1,7
2144,-20,11,32,thanks!,0.005,1,1,6
2145,20,32,11,thanks!,0.005,1.2,1.1,6
2146,100,73,73, ,1,1,1,7
2147,300,214,214, ,1,1,1,7
2148,100,67,67, ,1,1,1,7
2149,-25,36,67,ur gettin moneyyyy ooooohwooo,0.005,1.005,1.005,6
2150,25,67,36,ur gettin moneyyyy ooooohwooo,0.005,1.135625,1.01,6
2151,-25,69,67,damn boi diz avatar CRANKz IT UP,0.005,1.005,1.005,6
2152,25,67,69,damn boi diz avatar CRANKz IT UP,0.005,1.568625,1.443,6
2153,100,163,163, ,1,1,1,7
2154,100,30,30, ,1,1,1,7
2155,-100,35,30,somebody please shut up and take my money,0.005,1,1,6
2156,100,30,35,somebody please shut up and take my money,0.005,3.78805,3.28805,6
2157,300,68,68, ,1,1,1,7
2158,-5,31,68,Four your 3-word story :),0.005,1,1,6
2159,5,68,31,Four your 3-word story :),0.005,1.025,1,6
2160,400,76,76, ,1,1,1,7
2161,-15,144,76,Because Patrick is great,0.005,1.25,1.25,6
2162,15,76,144,Because Patrick is great,0.005,1.21555,1.1218,6
2163,-20,1,76,Noch mehr Bestechungsgeld...,0.005,1.25,1.25,6
2164,20,76,1,Noch mehr Bestechungsgeld...,0.005,2.243375,2.118375,6
2165,100,200,200, ,1,1,1,7
2166,-100,242,200,bitte,0.005,1.15,1.15,6
2167,100,200,242,bitte,0.005,5.9271375,5.3521375,6
2168,100,120,120, ,1,1,1,7
2169,-10,29,120,...,0.005,1,1,4
2170,10,120,29,...,0.005,1.05,1,4
2171,400,98,98, ,1,1,1,7
2172,-10,1,98,free money yeaaaah,0.005,1,1,4
2173,10,98,1,free money yeaaaah,0.005,1.555,1.505,4
2174,-20,4,98,money ;),0.005,1,1,1
2175,20,98,4,money ;),0.005,1.1,1,1
2176,-49,111,98,Good Food. Good Money.,0.005,1,1,3
2177,49,98,111,Good Food. Good Money.,0.005,1.395,1.15,3
2178,-10,23,98,Take all the money!,0.005,1,1,5
2179,10,98,23,Take all the money!,0.005,1.1025,1.0525,5
2180,-40,210,98,Cool Guy. Gets money.,0.005,1,1,4
2181,40,98,210,Cool Guy. Gets money.,0.005,1.2,1,4
2182,-50,65,98,Hope that's the right Max,0.005,1,1,4
2183,50,98,65,Hope that's the right Max,0.005,1.33,1.08,4
2184,100,96,96, ,1,1,1,7
2185,100,124,124, ,1,1,1,7
2186,-10,35,121,mein bauch gefühl dass du prof. Groh bist.,0.005,1.465,1.465,6
2187,10,121,35,mein bauch gefühl dass du prof. Groh bist.,0.005,3.8613,3.78805,6
2188,-100,11,124,man. ur name is just awesome,0.005,1,1,4
2189,100,124,11,man. ur name is just awesome,0.005,2.175125,1.675125,4
2190,100,97,97, ,1,1,1,7
2191,-100,96,97,According to,0.005,1,1,2
2192,100,97,96,According to,0.005,1.5,1,2
2193,-100,97,96,Douglas,0.005,1.5,1.5,2
2194,100,96,97,Douglas,0.005,1.75,1,2
2195,-100,96,97,Adams,0.005,1.75,1.75,2
2196,100,97,96,Adams,0.005,2.375,1.5,2
2197,-100,97,96,the,0.005,2.375,2.375,2
2198,100,96,97,the,0.005,2.9375,1.75,2
2199,-100,96,97,answer,0.005,2.9375,2.9375,2
2200,100,97,96,answer,0.005,3.84375,2.375,2
2201,-100,97,96,to,0.005,3.84375,3.84375,2
2202,100,96,97,to,0.005,4.859375,2.9375,2
2203,-100,96,97,the,0.005,4.859375,4.859375,2
2204,100,97,96,the,0.005,6.2734375,3.84375,2
2205,-100,97,96,universe,0.005,6.2734375,6.2734375,2
2206,100,96,97,universe,0.005,7.99609375,4.859375,2
2207,-100,96,97,and,0.005,7.99609375,7.99609375,2
2208,100,97,96,and,0.005,10.27148438,6.2734375,2
2209,-100,97,96,everything,0.005,10.27148438,10.27148438,2
2210,100,96,97,everything,0.005,13.13183594,7.99609375,2
2211,-100,96,97,is,0.005,13.13183594,13.13183594,2
2212,100,97,96,is,0.005,16.83740235,10.27148438,2
2213,-100,97,96,42,0.005,16.83740235,16.83740235,2
2214,100,96,97,42,0.005,21.55053712,13.13183594,2
